beach_id,marina_id,udaljenost_km
314,node/3618305310,2.37
314,node/5905768224,8.54
314,node/12989448826,3.89
314,node/12989448827,3.94
315,node/3001970153,3.02
315,node/4463320622,9.54
315,node/13725369626,5.0
316,node/3001970153,2.88
316,node/4463320622,9.63
316,node/13725369626,5.14
317,node/3001970153,3.72
317,node/4463320622,8.92
317,node/13725369626,4.27
318,node/3001970153,2.57
318,node/4463320622,9.79
318,node/13725369626,5.42
319,node/3001970153,0.07
319,node/13725369626,7.99
320,node/3001970153,0.85
320,node/3670462062,9.3
320,node/13725369626,8.78
321,node/3001970153,1.76
321,node/13725369626,6.24
322,node/3001970153,2.13
322,node/13725369626,5.83
323,node/2274495833,0.41
323,node/13414358494,0.12
324,node/2274495833,0.18
324,node/13414358494,0.3
325,node/2274495833,0.43
325,node/13414358494,0.89
326,node/573259121,4.0
326,node/573259237,4.23
326,node/573324401,7.83
326,node/573329555,0.48
326,node/976085806,7.8
326,node/2639666418,0.29
326,node/3393495998,3.97
327,node/573259121,3.34
327,node/573259237,3.57
327,node/573324401,8.33
327,node/573329555,1.13
327,node/976085806,8.32
327,node/2639666418,0.65
327,node/3393495998,3.32
328,node/2274495833,2.77
328,node/13414358494,2.29
329,node/2274495833,1.96
329,node/13414358494,1.48
330,node/2274495833,0.98
330,node/13414358494,1.45
331,node/2274495833,0.58
331,node/13414358494,0.11
332,node/2274495833,3.73
332,node/13414358494,3.26
333,node/573259121,4.52
333,node/573259237,4.75
333,node/573324401,7.4
333,node/573329555,0.15
333,node/976085806,7.36
333,node/2639666418,0.63
333,node/3393495998,4.5
334,node/573259121,3.53
334,node/573259237,3.76
334,node/573324401,8.2
334,node/573329555,0.94
334,node/976085806,8.18
334,node/2639666418,0.5
334,node/3393495998,3.51
335,node/573259121,1.7
335,node/573259237,1.92
335,node/573324401,9.84
335,node/573329555,2.78
335,node/976085806,9.85
335,node/2639666418,2.3
335,node/3393495998,1.67
336,node/573259121,1.08
336,node/573259237,1.31
336,node/573329555,3.39
336,node/2639666418,2.91
336,node/3393495998,1.06
337,node/573259121,3.81
337,node/573259237,4.04
337,node/573324401,7.93
337,node/573329555,0.66
337,node/976085806,7.9
337,node/2639666418,0.22
337,node/3393495998,3.79
338,node/573259121,2.94
338,node/573259237,3.04
338,node/573324401,9.23
338,node/573329555,3.61
338,node/976085806,9.29
338,node/2639666418,3.12
338,node/3393495998,2.94
339,node/573259121,2.66
339,node/573259237,2.74
339,node/573324401,9.66
339,node/573329555,3.91
339,node/976085806,9.72
339,node/2639666418,3.4
339,node/3393495998,2.67
340,node/573259121,2.47
340,node/573259237,2.53
340,node/573324401,9.92
340,node/573329555,4.07
340,node/976085806,9.98
340,node/2639666418,3.55
340,node/3393495998,2.48
341,node/573259121,2.3
341,node/573259237,2.35
341,node/573329555,4.07
341,node/2639666418,3.55
341,node/3393495998,2.3
342,node/573259121,2.34
342,node/573259237,2.38
342,node/573329555,4.29
342,node/2639666418,3.77
342,node/3393495998,2.35
343,node/573259121,2.83
343,node/573259237,2.91
343,node/573324401,9.4
343,node/573329555,3.73
343,node/976085806,9.46
343,node/2639666418,3.23
343,node/3393495998,2.82
344,node/2274495833,1.35
344,node/13414358494,1.82
345,node/573259121,1.61
345,node/573259237,1.5
345,node/573329555,5.19
345,node/2639666418,4.67
345,node/3393495998,1.63
346,node/573259121,1.61
346,node/573259237,1.52
346,node/573329555,5.11
346,node/2639666418,4.59
346,node/3393495998,1.64
347,node/573259121,1.56
347,node/573259237,1.61
347,node/573329555,4.16
347,node/2639666418,3.64
347,node/3393495998,1.57
348,node/573259121,1.5
348,node/573259237,1.51
348,node/573329555,4.42
348,node/2639666418,3.9
348,node/3393495998,1.51
349,node/2274495833,0.72
349,node/13414358494,1.19
350,node/573259121,2.46
350,node/573259237,2.68
350,node/573324401,9.07
350,node/573329555,2.06
350,node/976085806,9.07
350,node/2639666418,1.55
350,node/3393495998,2.44
351,node/702191952,0.54
351,node/904044259,5.14
351,node/1086060431,2.1
351,node/1086060490,1.46
351,node/1628350131,8.77
351,node/5010237538,9.73
352,node/702191952,0.16
352,node/904044259,4.75
352,node/1086060431,2.32
352,node/1086060490,1.8
352,node/1628350131,8.45
353,node/702191952,0.87
353,node/904044259,5.39
353,node/1086060431,1.78
353,node/1086060490,1.1
353,node/1628350131,9.13
353,node/5010237538,9.48
354,node/702191952,0.59
354,node/904044259,4.11
354,node/1086060431,2.58
354,node/1086060490,2.27
354,node/1628350131,8.1
355,node/702191952,2.26
355,node/904044259,6.17
355,node/1086060431,0.38
355,node/1086060490,0.61
355,node/5010237538,9.0
356,node/702191952,1.38
356,node/904044259,3.33
356,node/1086060431,3.04
356,node/1086060490,2.94
356,node/1628350131,7.76
357,node/702191952,1.05
357,node/904044259,3.66
357,node/1086060431,2.81
357,node/1086060490,2.64
357,node/1628350131,7.91
358,node/702191952,1.13
358,node/904044259,5.63
358,node/1086060431,1.63
358,node/1086060490,0.87
358,node/1628350131,9.38
358,node/5010237538,9.25
359,node/702191952,1.78
359,node/904044259,5.99
359,node/1086060431,0.94
359,node/1086060490,0.23
359,node/5010237538,8.99
360,node/3001970153,4.15
360,node/3670462062,5.99
361,node/3001970153,4.04
361,node/3670462062,6.1
362,node/3001970153,4.76
362,node/3670462062,5.37
374,node/702191952,5.19
374,node/904044259,0.57
374,node/1086060431,6.58
374,node/1086060490,6.73
374,node/1628350131,6.31
374,node/3688555226,8.36
375,node/702191952,5.01
375,node/904044259,0.37
375,node/1086060431,6.49
375,node/1086060490,6.6
375,node/1628350131,6.1
375,node/3688555226,8.43
376,node/702191952,4.5
376,node/904044259,0.25
376,node/1086060431,5.91
376,node/1086060490,6.04
376,node/1628350131,6.43
376,node/3688555226,9.01
377,node/702191952,3.61
377,node/904044259,1.15
377,node/1086060431,4.98
377,node/1086060490,5.1
377,node/1628350131,6.86
377,node/3688555226,9.94
378,node/702191952,5.62
378,node/904044259,1.08
378,node/1086060431,6.88
378,node/1086060490,7.08
378,node/1628350131,6.64
378,node/3688555226,8.16
379,node/702191952,3.14
379,node/904044259,1.57
379,node/1086060431,4.58
379,node/1086060490,4.66
379,node/1628350131,6.93
380,node/3001970153,6.58
380,node/4463320622,6.84
380,node/13725369626,1.37
381,node/3001970153,6.89
381,node/4463320622,6.68
381,node/13725369626,1.07
382,node/3001970153,7.58
382,node/4463320622,6.14
382,node/13725369626,0.35
383,node/3001970153,7.41
383,node/4463320622,6.29
383,node/13725369626,0.52
384,node/3001970153,8.43
384,node/4463320622,5.76
384,node/13725369626,0.51
385,node/3001970153,3.94
385,node/4463320622,8.87
385,node/13725369626,4.09
386,node/3001970153,8.99
386,node/4463320622,5.46
386,node/13725369626,1.08
387,node/3001970153,4.71
387,node/4463320622,8.29
387,node/13725369626,3.31
388,node/3001970153,4.78
388,node/4463320622,8.2
388,node/13725369626,3.22
389,node/3001970153,7.67
389,node/4463320622,5.98
389,node/13725369626,0.3
390,node/3001970153,9.14
390,node/4463320622,5.36
390,node/13725369626,1.25
391,node/3001970153,7.17
391,node/4463320622,6.53
391,node/13725369626,0.79
392,node/3001970153,7.3
392,node/4463320622,6.41
392,node/13725369626,0.65
393,node/3001970153,8.19
393,node/4463320622,5.91
393,node/13725369626,0.26
394,node/3001970153,8.81
394,node/4463320622,5.58
394,node/13725369626,0.9
395,node/3001970153,5.42
395,node/4463320622,7.74
395,node/13725369626,2.58
396,node/3001970153,5.63
396,node/4463320622,7.44
396,node/13725369626,2.32
397,node/3001970153,5.79
397,node/4463320622,7.28
397,node/13725369626,2.16
398,node/3001970153,9.76
398,node/4463320622,5.22
398,node/13725369626,1.86
399,node/3001970153,9.57
399,node/4463320622,5.28
399,node/13725369626,1.67
400,node/3001970153,9.4
400,node/4463320622,5.24
400,node/13725369626,1.51
401,node/3001970153,6.33
401,node/4463320622,6.95
401,node/13725369626,1.61
405,node/293728328,3.19
405,node/293728330,5.65
405,node/2515514855,9.7
405,node/2523589734,6.76
405,node/3618305310,8.29
405,node/5905768224,2.71
406,node/293728328,2.19
406,node/293728330,4.62
406,node/2523589734,7.56
406,node/3618305310,9.2
406,node/5905768224,3.5
407,node/293728328,3.85
407,node/293728330,6.31
407,node/2515514855,9.63
407,node/2523589734,6.39
407,node/3618305310,7.81
407,node/5905768224,2.22
407,node/12989448826,9.94
408,node/293728328,7.55
408,node/2515514855,9.81
408,node/2523589734,5.21
408,node/3618305310,5.58
408,node/5905768224,2.92
408,node/12989448826,9.93
409,node/293728328,0.77
409,node/293728330,3.15
409,node/2523589734,8.58
409,node/5905768224,4.87
410,node/293728328,0.25
410,node/293728330,2.59
410,node/2523589734,8.93
410,node/5905768224,5.46
411,node/293728328,1.88
411,node/293728330,4.28
411,node/2523589734,7.86
411,node/3618305310,9.53
411,node/5905768224,3.76
412,node/293728328,4.95
412,node/293728330,7.14
412,node/2523589734,7.84
412,node/3618305310,8.89
412,node/5905768224,0.89
413,node/293728328,4.64
413,node/293728330,6.95
413,node/2523589734,7.22
413,node/3618305310,8.37
413,node/5905768224,1.01
414,node/293728328,4.69
414,node/293728330,6.94
414,node/2523589734,7.55
414,node/3618305310,8.68
414,node/5905768224,0.99
415,node/293728328,4.81
415,node/293728330,7.04
415,node/2523589734,7.61
415,node/3618305310,8.71
415,node/5905768224,0.9
416,node/293728328,5.12
416,node/293728330,7.35
416,node/2523589734,7.66
416,node/3618305310,8.68
416,node/5905768224,0.64
417,node/293728328,2.89
417,node/293728330,5.35
417,node/2515514855,9.78
417,node/2523589734,6.96
417,node/3618305310,8.53
417,node/5905768224,2.94
418,node/293728328,1.69
418,node/293728330,4.15
418,node/2515514855,9.98
418,node/2523589734,7.7
418,node/3618305310,9.43
418,node/5905768224,4.03
419,node/293728328,1.39
419,node/293728330,3.84
419,node/2523589734,7.98
419,node/3618305310,9.72
419,node/5905768224,4.28
420,node/293728328,0.98
420,node/293728330,3.41
420,node/2523589734,8.32
420,node/5905768224,4.67
421,node/1613711110,9.4
421,node/1613711217,9.03
421,node/4463320622,2.04
421,node/13725369626,4.11
422,node/4463320622,3.87
422,node/13725369626,2.77
423,node/1613711110,9.98
423,node/1613711217,9.62
423,node/4463320622,2.62
423,node/13725369626,3.64
424,node/4463320622,3.21
424,node/13725369626,3.15
425,node/1613711217,9.85
425,node/4463320622,2.86
425,node/13725369626,3.42
426,node/1613711110,0.15
426,node/1613711217,0.27
426,node/4463320622,7.23
427,node/1613711110,8.63
427,node/1613711217,8.27
427,node/4463320622,1.28
427,node/13725369626,4.8
428,node/1613711110,8.77
428,node/1613711217,8.41
428,node/4463320622,1.42
428,node/13725369626,4.68
429,node/1613711110,9.08
429,node/1613711217,8.71
429,node/4463320622,1.72
429,node/13725369626,4.38
430,node/1613711110,7.69
430,node/1613711217,7.33
430,node/4463320622,0.34
430,node/13725369626,5.68
431,node/1613711110,7.47
431,node/1613711217,7.1
431,node/4463320622,0.11
431,node/13725369626,5.9
432,node/1613711110,8.46
432,node/1613711217,8.09
432,node/4463320622,1.1
432,node/13725369626,4.96
433,node/1613711110,7.79
433,node/1613711217,7.42
433,node/4463320622,0.44
433,node/13725369626,5.58
434,node/1613711110,1.1
434,node/1613711217,0.73
434,node/4463320622,6.32
435,node/4463320622,4.31
435,node/13725369626,2.55
436,node/4463320622,4.63
436,node/13725369626,2.36
437,node/4463320622,4.75
437,node/13725369626,2.48
438,node/1613711110,0.35
438,node/1613711217,0.07
438,node/4463320622,7.01
439,node/1613711110,0.93
439,node/1613711217,0.57
439,node/4463320622,6.48
444,node/849899425,2.75
444,node/2427728461,6.46
445,node/849899425,2.87
445,node/2427728461,7.84
446,node/849899425,6.98
446,node/2427728461,6.56
447,node/849899425,0.54
447,node/2427728461,8.69
448,node/849899425,1.28
449,node/849899425,3.71
450,node/849899425,1.77
451,node/2427728461,8.48
452,node/849899425,3.08
452,node/2427728461,7.11
453,node/849899425,3.25
453,node/2427728461,6.83
454,node/849899425,8.38
454,node/2427728461,6.68
457,node/293728330,7.66
458,node/2515514855,7.03
458,node/12989448826,7.17
458,node/12989448827,7.15
459,node/293728328,9.5
459,node/293728330,9.41
459,node/2515514855,7.73
459,node/12989448826,8.22
459,node/12989448827,8.3
460,node/2515514855,6.89
460,node/12989448826,7.3
460,node/12989448827,7.35
461,node/975673705,5.48
461,node/1375139420,2.08
461,node/4951752721,5.93
461,node/4951769157,5.72
461,node/6693339293,6.41
461,node/9990941102,9.53
462,node/975671696,7.46
462,node/975672424,6.42
462,node/975673162,7.07
462,node/975673410,7.54
462,node/1295941117,6.6
462,node/1705773941,6.08
462,node/3089853126,1.0
462,node/10209515519,9.32
463,node/975670739,9.03
463,node/975671696,6.5
463,node/975672424,5.38
463,node/975673162,6.95
463,node/975673410,7.57
463,node/1295941117,5.6
463,node/1705773941,4.67
463,node/3089853126,0.65
463,node/10209515519,8.31
464,node/975671696,7.74
464,node/975672424,6.71
464,node/975673162,7.08
464,node/975673410,7.52
464,node/1295941117,6.89
464,node/1705773941,6.38
464,node/3089853126,1.28
464,node/10209515519,9.6
465,node/975670739,8.54
465,node/975671696,6.01
465,node/975672424,4.89
465,node/975673162,7.26
465,node/975673410,7.92
465,node/1295941117,5.12
465,node/1705773941,4.34
465,node/3089853126,1.16
465,node/10209515519,7.81
466,node/2379492142,0.19
467,node/976076698,5.56
467,node/4961951568,4.73
468,node/975673162,7.79
468,node/975673410,6.97
468,node/975673705,6.55
468,node/1375139420,7.11
468,node/4951752721,4.3
468,node/4951769157,5.24
470,node/495546023,8.51
470,node/620902702,8.86
470,node/975670739,4.09
470,node/975671696,1.98
470,node/975672424,3.06
470,node/1295941117,2.84
470,node/1705773941,7.37
470,node/3089853126,9.08
470,node/4290164395,8.23
470,node/10209515519,0.14
471,node/2379492142,2.81
472,node/976076698,2.23
472,node/976083445,9.11
472,node/4961951568,2.93
473,node/975673705,5.93
473,node/1375139420,7.3
473,node/4951752721,7.97
473,node/4951769157,7.12
473,node/5126455071,8.11
473,node/6693339293,5.75
473,node/9990941102,4.87
473,node/11131421705,7.1
474,node/1485695286,7.34
474,node/2394392190,9.51
474,node/2394392276,9.47
474,node/6693339293,6.12
474,node/9990941102,7.26
475,node/1485695286,5.34
475,node/2394392190,7.76
475,node/2394392276,7.78
475,node/6693339293,8.39
475,node/9990941102,8.68
477,node/309284243,7.49
477,node/3286932011,1.97
477,node/3287621634,0.51
477,node/5126455071,7.48
477,node/9835514875,0.11
477,node/11131421705,5.45
478,node/3286932011,7.49
478,node/3287621634,6.9
478,node/5126455071,2.14
478,node/9835514875,6.45
478,node/9990941102,7.31
478,node/11131421705,3.02
479,node/849899425,9.23
479,node/2427728461,0.08
481,node/976076698,8.75
481,node/2379492142,8.56
481,node/4961951568,7.93
482,node/975673162,5.68
482,node/975673410,4.98
482,node/975673705,8.97
482,node/1375139420,9.34
482,node/3089853126,8.52
482,node/4951752721,6.75
482,node/4951769157,7.67
483,node/1485695286,3.55
483,node/1753740067,7.32
483,node/2171564973,4.8
483,node/2171569321,4.39
483,node/2394392190,0.97
483,node/2394392276,1.07
483,node/3014882679,9.38
483,node/12690833801,9.41
483,node/12690839301,8.41
483,node/12798545202,8.09
483,node/12851543002,8.02
483,node/12851543201,9.2
483,node/12851543401,9.19
483,node/12853450101,8.78
483,node/13049930363,8.91
483,node/13504496001,6.15
483,node/13609474101,8.5
483,node/13609474201,7.79
484,node/1485695286,3.76
484,node/1753740067,8.75
484,node/2171564973,6.32
484,node/2171569321,5.88
484,node/2394392190,1.35
484,node/2394392276,1.06
484,node/3014882679,8.03
484,node/12690839301,9.87
484,node/12798545202,9.54
484,node/12851543002,9.46
484,node/13504496001,7.57
484,node/13609474101,9.96
484,node/13609474201,9.23
486,node/976083445,2.76
486,node/976084047,0.36
487,node/849899425,6.45
487,node/2427728461,5.31
489,node/976073979,9.49
490,node/976073979,7.69
490,node/2379492142,8.24
491,node/976083445,7.01
491,node/976084047,6.77
492,node/975673705,1.62
492,node/1375139420,4.33
492,node/4951752721,3.36
492,node/4951769157,2.57
492,node/6693339293,8.72
492,node/9990941102,9.48
492,node/11131421705,8.35
493,node/975673705,9.1
493,node/1375139420,9.92
493,node/5126455071,7.04
493,node/6693339293,4.97
493,node/9990941102,1.7
493,node/11131421705,8.18
494,node/975673705,8.88
494,node/1375139420,9.62
494,node/5126455071,7.29
494,node/6693339293,4.74
494,node/9990941102,1.95
494,node/11131421705,8.25
495,node/975673705,9.65
495,node/5126455071,7.63
495,node/6693339293,4.39
495,node/9990941102,1.39
495,node/11131421705,8.99
496,node/1753740067,1.5
496,node/2171564973,4.37
496,node/2171569321,5.25
496,node/2394392190,9.38
496,node/2394392276,9.63
496,node/12690833801,1.4
496,node/12690839301,0.32
496,node/12690882101,3.33
496,node/12798545202,0.71
496,node/12851543002,0.79
496,node/12851543101,3.42
496,node/12851543201,1.27
496,node/12851543401,1.26
496,node/12853442403,3.81
496,node/12853450101,0.15
496,node/12853450301,2.46
496,node/12853450401,3.87
496,node/12855879501,4.86
496,node/13049930363,1.27
496,node/13504496001,2.67
496,node/13609474101,0.23
496,node/13609474102,1.76
496,node/13609474103,1.75
496,node/13609474201,1.08
496,node/13609474301,1.7
496,node/13609474401,3.3
496,node/13609474501,2.4
497,node/1753740067,1.07
497,node/2171564973,4.18
497,node/2171569321,5.08
497,node/2394392190,9.07
497,node/2394392276,9.31
497,node/12690833801,1.36
497,node/12690839301,0.16
497,node/12690882101,3.64
497,node/12798545202,0.26
497,node/12851543002,0.34
497,node/12851543101,3.73
497,node/12851543201,1.18
497,node/12851543401,1.17
497,node/12853442403,4.28
497,node/12853450101,0.62
497,node/12853450301,2.64
497,node/12853450401,4.33
497,node/12855879501,5.32
497,node/13049930363,1.66
497,node/13504496001,2.26
497,node/13609474101,0.24
497,node/13609474102,1.91
497,node/13609474103,1.91
497,node/13609474201,0.62
497,node/13609474301,1.86
497,node/13609474401,3.61
497,node/13609474501,2.58
499,node/975670739,5.92
499,node/975671696,2.63
499,node/975672424,1.52
499,node/1295941117,1.74
499,node/1705773941,4.45
499,node/3089853126,4.51
499,node/10209515519,4.44
500,node/975670739,5.01
500,node/975671696,1.3
500,node/975672424,0.19
500,node/1295941117,0.4
500,node/1705773941,5.05
500,node/3089853126,5.86
500,node/10209515519,3.09
501,node/975673162,3.62
501,node/975673410,3.62
501,node/1705773941,8.1
501,node/3089853126,4.61
502,node/1485695286,3.64
502,node/2171564973,8.8
502,node/2171569321,7.88
502,node/2394392190,6.32
502,node/2394392276,6.43
504,node/1485695286,4.72
504,node/1753740067,4.82
504,node/2171564973,1.38
504,node/2171569321,0.53
504,node/2394392190,4.26
504,node/2394392276,4.57
504,node/12690833801,6.88
504,node/12690839301,5.58
504,node/12690882101,9.03
504,node/12798545202,5.39
504,node/12851543002,5.33
504,node/12851543101,9.11
504,node/12851543201,6.67
504,node/12851543401,6.66
504,node/12853442403,8.13
504,node/12853450101,5.81
504,node/12853450301,8.19
504,node/12853450401,8.17
504,node/12855879501,9.65
504,node/13049930363,5.56
504,node/13504496001,3.99
504,node/13609474101,5.65
504,node/13609474102,7.47
504,node/13609474103,7.46
504,node/13609474201,5.21
504,node/13609474301,7.41
504,node/13609474401,8.98
504,node/13609474501,8.13
505,node/976073979,5.36
505,node/3286932011,8.88
505,node/3287621634,7.29
505,node/5126455071,4.66
505,node/9835514875,6.9
505,node/11131421705,8.12
506,node/3014882679,5.27
508,node/3014882679,3.43
509,node/309284243,0.62
509,node/3286932011,4.91
509,node/3287621634,6.66
509,node/9835514875,6.94
509,node/11131421705,8.29
511,node/976083445,6.0
511,node/976084047,5.85
513,node/975673705,7.12
513,node/1375139420,4.14
513,node/4951752721,5.35
513,node/4951769157,6.11
514,node/975673705,4.81
514,node/1375139420,1.58
514,node/4951752721,3.77
514,node/4951769157,4.16
514,node/6693339293,9.99
515,node/975671696,9.46
515,node/975672424,8.43
515,node/975673162,6.59
515,node/975673410,6.83
515,node/1295941117,8.61
515,node/1705773941,7.71
515,node/3089853126,2.71
516,node/975673162,8.84
516,node/975673410,8.28
516,node/975673705,9.15
516,node/1375139420,7.5
516,node/3089853126,9.57
516,node/4951752721,6.96
516,node/4951769157,7.9
517,node/2427728461,3.49
518,node/975670739,8.75
518,node/975671696,7.42
518,node/975672424,6.23
518,node/975673162,5.35
518,node/975673410,6.12
518,node/1295941117,6.53
518,node/1705773941,3.36
518,node/3089853126,2.3
518,node/10209515519,9.04
520,node/975673162,6.03
520,node/975673410,5.98
520,node/1705773941,9.23
520,node/3089853126,4.62
521,node/5126455071,9.29
521,node/9990941102,6.65
522,node/976073979,8.77
522,node/3286932011,9.31
522,node/3287621634,8.39
522,node/5126455071,0.43
522,node/9835514875,7.93
522,node/9990941102,6.53
522,node/11131421705,5.35
523,node/495546023,8.31
523,node/620902702,8.93
523,node/975670739,0.17
523,node/975671696,4.83
523,node/975672424,4.92
523,node/1295941117,5.02
523,node/1705773941,5.7
523,node/3089853126,9.67
523,node/4290164395,7.74
523,node/10209515519,4.18
524,node/1485695286,7.49
524,node/1753740067,8.41
524,node/2171564973,7.47
524,node/2171569321,7.5
524,node/2394392190,4.81
524,node/2394392276,4.65
524,node/3014882679,7.02
524,node/12690839301,9.61
524,node/12798545202,9.22
524,node/12851543002,9.13
524,node/12851543201,9.92
524,node/12851543401,9.91
524,node/13504496001,7.29
524,node/13609474101,9.7
524,node/13609474201,8.85
525,node/975673705,9.01
525,node/1375139420,7.17
525,node/4951769157,9.8
525,node/6693339293,1.37
525,node/9990941102,5.62
526,node/975673705,9.95
526,node/1375139420,8.3
526,node/6693339293,0.5
526,node/9990941102,5.03
527,node/6693339293,3.17
527,node/9990941102,5.29
528,node/1485695286,8.59
528,node/6693339293,4.81
528,node/9990941102,6.64
529,node/1485695286,9.55
529,node/6693339293,3.85
529,node/9990941102,6.08
530,node/6693339293,3.39
530,node/9990941102,5.6
531,node/975673705,9.51
531,node/1375139420,7.81
531,node/6693339293,0.84
531,node/9990941102,5.22
532,node/1375139420,9.91
532,node/6693339293,1.45
532,node/9990941102,5.18
533,node/975673705,9.78
533,node/1375139420,8.09
533,node/6693339293,0.6
533,node/9990941102,5.12
534,node/975673705,8.4
534,node/1375139420,6.34
534,node/4951752721,9.63
534,node/4951769157,9.13
534,node/6693339293,2.14
534,node/9990941102,6.22
535,node/6693339293,3.35
535,node/9990941102,5.02
536,node/6693339293,2.45
536,node/9990941102,4.95
537,node/1485695286,9.97
537,node/6693339293,3.43
537,node/9990941102,5.88
538,node/976076698,1.1
538,node/4961951568,0.87
539,node/1485695286,0.43
539,node/1753740067,9.02
539,node/2171564973,5.73
539,node/2171569321,4.91
539,node/2394392190,2.31
539,node/2394392276,2.48
539,node/12690839301,9.9
539,node/12798545202,9.67
539,node/12851543002,9.61
539,node/13049930363,9.94
539,node/13504496001,8.0
539,node/13609474101,9.98
539,node/13609474201,9.45
540,node/1485695286,0.23
540,node/1753740067,9.56
540,node/2171564973,6.21
540,node/2171569321,5.37
540,node/2394392190,2.92
540,node/2394392276,3.06
540,node/13504496001,8.56
540,node/13609474201,9.98
541,node/1485695286,1.23
541,node/1753740067,8.23
541,node/2171564973,4.99
541,node/2171569321,4.2
541,node/2394392190,1.84
541,node/2394392276,2.09
541,node/12690839301,9.14
541,node/12798545202,8.9
541,node/12851543002,8.83
541,node/12853450101,9.42
541,node/13049930363,9.23
541,node/13504496001,7.2
541,node/13609474101,9.22
541,node/13609474201,8.67
542,node/1485695286,0.98
542,node/1753740067,8.53
542,node/2171564973,5.28
542,node/2171569321,4.49
542,node/2394392190,1.88
542,node/2394392276,2.1
542,node/12690839301,9.43
542,node/12798545202,9.19
542,node/12851543002,9.13
542,node/12853450101,9.71
542,node/13049930363,9.52
542,node/13504496001,7.49
542,node/13609474101,9.51
542,node/13609474201,8.96
543,node/2379492142,2.48
544,node/975673705,2.11
544,node/1375139420,4.75
544,node/4951752721,0.16
544,node/4951769157,0.81
545,node/975670739,7.5
545,node/975671696,5.03
545,node/975672424,3.88
545,node/975673162,7.96
545,node/975673410,8.67
545,node/1295941117,4.12
545,node/1705773941,3.74
545,node/3089853126,2.22
545,node/10209515519,6.8
546,node/486131933,8.78
546,node/746608887,9.45
546,node/975656823,5.9
546,node/3702036074,4.97
547,node/1786185795,6.17
547,node/2094210250,1.39
547,node/8263752334,5.84
548,node/486087252,2.21
548,node/486131933,8.7
548,node/495546023,4.73
548,node/620902702,4.32
548,node/4290164395,5.19
549,node/746608887,7.83
549,node/1885465875,7.54
549,node/2091682258,6.08
549,node/2974027804,8.9
549,node/4431034388,7.09
549,node/4975913426,2.89
549,node/6448541470,3.37
550,node/746608887,7.53
550,node/1885465875,7.63
550,node/2091682258,5.71
550,node/2974027804,8.45
550,node/4431034388,7.17
550,node/4975913426,2.69
550,node/6448541470,2.91
551,node/486087252,6.25
551,node/495546023,0.75
551,node/620902702,1.4
551,node/975670739,8.06
551,node/4290164395,0.48
551,node/10209515519,8.79
552,node/486087252,6.03
552,node/495546023,1.59
552,node/620902702,2.18
552,node/975670739,8.08
552,node/4290164395,1.17
552,node/10209515519,9.19
553,node/486087252,6.29
553,node/495546023,1.73
553,node/620902702,2.37
553,node/975670739,7.81
553,node/4290164395,1.2
553,node/10209515519,8.99
554,node/486087252,6.16
554,node/495546023,1.56
554,node/620902702,2.18
554,node/975670739,7.96
554,node/4290164395,1.09
554,node/10209515519,9.06
555,node/486087252,4.67
555,node/495546023,2.29
555,node/620902702,2.52
555,node/975670739,9.43
555,node/4290164395,2.26
556,node/486087252,5.54
556,node/486131933,8.89
556,node/495546023,5.26
556,node/620902702,4.55
556,node/4290164395,5.96
557,node/486087252,5.48
557,node/486131933,8.52
557,node/495546023,5.6
557,node/620902702,4.89
557,node/4290164395,6.3
558,node/486087252,5.41
558,node/486131933,8.36
558,node/495546023,5.72
558,node/620902702,5.01
558,node/4290164395,6.41
559,node/486087252,5.48
559,node/486131933,8.42
559,node/495546023,5.71
559,node/620902702,5.0
559,node/4290164395,6.4
560,node/486087252,5.46
560,node/486131933,7.49
560,node/495546023,6.6
560,node/620902702,5.9
560,node/4290164395,7.28
561,node/486087252,5.51
561,node/486131933,7.4
561,node/495546023,6.71
561,node/620902702,6.02
561,node/4290164395,7.39
562,node/1786185795,2.43
562,node/1885465875,7.22
562,node/2094210250,9.75
562,node/4431034388,7.58
562,node/8263752334,2.58
563,node/1786185795,2.22
563,node/1885465875,7.45
563,node/2094210250,9.67
563,node/4431034388,7.79
563,node/8263752334,2.45
564,node/1786185795,2.39
564,node/1885465875,7.27
564,node/2094210250,9.82
564,node/4431034388,7.62
564,node/8263752334,2.61
565,node/1786185795,0.88
565,node/1885465875,8.89
565,node/2094210250,8.43
565,node/4431034388,9.23
565,node/8263752334,1.32
566,node/1786185795,0.48
566,node/1885465875,9.26
566,node/2094210250,8.03
566,node/4431034388,9.61
566,node/8263752334,0.97
567,node/1786185795,0.29
567,node/1885465875,9.66
567,node/2094210250,7.41
567,node/8263752334,0.28
568,node/1786185795,0.62
568,node/1885465875,9.17
568,node/2094210250,8.16
568,node/4431034388,9.51
568,node/8263752334,1.12
569,node/1786185795,0.21
569,node/1885465875,9.44
569,node/2094210250,7.74
569,node/4431034388,9.79
569,node/8263752334,0.65
570,node/1786185795,0.48
570,node/1885465875,9.17
570,node/2094210250,8.02
570,node/4431034388,9.52
570,node/8263752334,0.87
571,node/1786185795,0.64
571,node/1885465875,9.02
571,node/2094210250,8.18
571,node/4431034388,9.38
571,node/8263752334,1.02
572,node/1786185795,0.48
572,node/1885465875,9.16
572,node/2094210250,8.0
572,node/4431034388,9.52
572,node/8263752334,0.84
573,node/1786185795,0.56
573,node/1885465875,9.09
573,node/2094210250,8.11
573,node/4431034388,9.45
573,node/8263752334,0.95
